sms_msg,sms_resDate,category,status
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 1042명 입니다.",2024.5.21 5:27,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 819명 입니다.",2024.5.22 6:00,사람,입항 예정
"일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 801명 입니다.",2024.5.23 5:54,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 839명 입니다.",2024.5.24 5:26,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 1182명 입니다.",2024.5.25 5:44,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 901명 입니다.",2024.5.26 5:25,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 733명 입니다.",2024.5.27 6:02,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 1,014명 입니다.",2024.5.28 5:57,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 895명 입니다.",2024.5.29 6:05,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 984명 입니다.",2024.5.30 5:29,사람,입항 예정
"금일(31일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 726명 입니다.",2024.5.31 5:08,사람,입항 예정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은 1094명 입니다.",2024.6.1 5:17,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 670명 입니다.",2024.6.2 5:25,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은 809명 입니다.",2024.6.3 5:20,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은 639명 입니다.",2024.6.4 5:48,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은 532명 입니다.",2024.6.5 5:13,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은 1,200명 입니다.",2024.6.6 5:45,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은 1159명 입니다.",2024.6.7 5:41,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은 907명 입니다.",2024.6.8 5:35,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은 595명 입니다.",2024.6.9 5:40,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:20분이며, 탑승인원은 617명 입니다.",2024.6.10 5:33,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은 892명 입니다.",2024.6.11 5:37,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 552명 입니다.",2024.6.12 5:23,사람,입항 예정
"대저페리 엘도라도EX호는  ~6/25 까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주세요",2024.6.12 16:15,사람,미정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 591명 입니다.",2024.6.13 6:03,사람,입항 예정
"대저페리 엘도라도EX호는 6/25 까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주세요",2024.6.13 6:58,사람,미정
"대저페리 엘도라도EX호는 6/25 까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주세요",2024.6.13 15:10,사람,미정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 707명 입니다.",2024.6.14 5:28,사람,입항 예정
"대저페리 엘도라도EX호는 6/25 까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주세요",2024.6.14 6:58,사람,미정
"대저페리 엘도라도EX호는 6/25 까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주세요",2024.6.14 15:21,사람,미정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 1.038명 입니다.",2024.6.15 5:24,사람,입항 예정
"대저페리 엘도라도EX호는 6/25 까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주세요",2024.6.15 15:12,사람,미정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 459명 입니다.",2024.6.16 5:33,사람,입항 예정
"대저페리 엘도라도EX호는 6/25 까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주세요",2024.6.16 14:44,사람,미정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 518명 입니다.",2024.6.17 5:19,사람,입항 예정
(롯데택배) 사동항 울릉크루즈 차량매표소 옆(건영택배자리)에서 당일택배 접수를 받습니다. 접수는 06시30분~10시10분까지 입니다. 많은 성원 부탁드립니다. 감사합니다. 문의전화 010-5322-3926,2024.6.17 8:38,선박,미정
"대저페리 엘도라도EX호는 6/25 까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주세요",2024.6.17 15:09,사람,미정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 796명 입니다.",2024.6.18 5:24,사람,입항 예정
"대저페리 엘도라도EX호는 6/25 까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주세요",2024.6.18 6:59,사람,미정
"대저페리 엘도라도EX호는 6/25 까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주세요",2024.6.18 16:52,사람,미정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 638명 입니다.",2024.6.19 5:35,사람,입항 예정
"대저페리 엘도라도EX호는 6/25 까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.19 6:57,사람,미정
"대저페리 엘도라도EX호는 6/25 까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.19 14:59,사람,미정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 548명 입니다.",2024.6.20 5:20,사람,입항 예정
"대저페리 엘도라도EX호는 6/25 까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.20 6:59,사람,미정
(롯데택배) 사동항 울릉크루즈 차량매표소 옆(건영택배자리)에서 당일택배 접수를 받습니다. 접수는 06시30분~10시10분까지 입니다. 많은 성원 부탁드립니다. 감사합니다. 문의전화 010-5322-3926,2024.6.20 7:48,선박,미정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.20 15:16,사람,미정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 968명 입니다.",2024.6.21 5:25,사람,입항 예정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.21 7:02,사람,미정
(롯데택배) 사동항 울릉크루즈 차량매표소 옆(건영택배자리)에서 당일택배 접수를 받습니다. 접수는 06시30분~10시20분까지 입니다. 많은 성원 부탁드립니다. 감사합니다. 문의전화 010-5322-3926,2024.6.21 9:09,선박,미정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.21 15:00,사람,미정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 1.052명 입니다.",2024.6.22 5:20,사람,입항 예정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.22 14:58,사람,미정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 434명 입니다.",2024.6.23 5:17,사람,입항 예정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.23 7:00,사람,미정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.23 17:34,사람,미정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 677명 입니다.",2024.6.24 5:07,사람,입항 예정
(롯데택배) 사동항 울릉크루즈 차량매표소 옆(건영택배자리)에서 당일택배 접수를 받습니다. 접수는 06시30분~10시20분까지 입니다. 많은 성원 부탁드립니다. 감사합니다. 문의전화 010-5322-3926,2024.6.24 6:55,선박,미정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.24 16:43,사람,미정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 647명 입니다.",2024.6.25 5:29,사람,입항 예정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.25 15:03,사람,미정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 491명 입니다.",2024.6.26 5:36,사람,입항 예정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.26 6:59,사람,미정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.26 15:04,사람,미정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 404명 입니다.",2024.6.27 5:58,사람,입항 예정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.27 8:24,사람,미정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.27 15:28,사람,미정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은 599명 입니다.",2024.6.28 5:52,사람,입항 예정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.28 6:59,사람,미정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.28 15:02,사람,미정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은 875명 입니다.",2024.6.29 5:54,사람,입항 예정
"대저페리 엘도라도EX호는 6월30일까지 사동항으로 출입항하오니, 해당기간 인터넷(가보고싶은섬)예매는 울릉(사동) 클릭 후 예매 해주시기 바랍니다.",2024.6.29 6:59,사람,미정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은739 명 입니다.",2024.7.1 5:53,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은409 명 입니다.",2024.7.2 5:54,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은574명 입니다.",2024.7.5 5:33,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은665명 입니다.",2024.7.6 5:38,사람,입항 예정
"정정*금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은665명 입니다.",2024.7.6 5:40,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:50분이며, 탑승인원은454명 입니다.",2024.7.7 5:24,사람,입항 예정
"*정정* 금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:35분이며, 탑승인원은454명 입니다.",2024.7.7 6:13,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:25분이며, 탑승인원은525명 입니다.",2024.7.8 6:03,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:10분이며, 탑승인원은 636명 입니다.",2024.7.9 6:02,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 565명 입니다.",2024.7.11 5:31,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 527명 입니다.",2024.7.12 5:31,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 16:00분이며, 탑승인원은 332명 입니다.",2024.7.13 13:54,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 655명 입니다.",2024.7.15 5:36,사람,입항 예정
"금일 7월15일(월) 울릉크루즈에서 22:00부터 아우름 선상콘서트를 진행합니다(출연 박상민,장하온)",2024.7.15 20:24,사람,미정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 708명 입니다.",2024.7.16 5:32,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 407명 입니다.",2024.7.17 5:23,사람,입항 예정
(롯데택배) 7월18일(목요일) 기상악화로 인하여 울릉크루즈 출항이 오전10시로 변경되어 당일택배는 오전 9시20분까지 접수 가능합니다. 양해부탁드립니다. 감사합니다,2024.7.17 16:37,선박,출항
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 312명 입니다.",2024.7.18 5:26,사람,입항 예정
(롯데택배) 7월18일(목요일) 기상악화로 인하여 울릉크루즈 출항이 오전10시로 변경되어 당일택배는 오전 9시까지 접수 가능합니다. 양해부탁드립니다. 감사합니다,2024.7.18 6:29,선박,출항
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 357명 입니다.",2024.7.19 5:24,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 937명 입니다.",2024.7.20 5:27,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 479명 입니다.",2024.7.21 5:27,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 625명 입니다.",2024.7.22 5:37,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 633명 입니다.",2024.7.23 5:44,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 596명 입니다.",2024.7.24 5:24,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 744명 입니다.",2024.7.25 5:19,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 782명 입니다.",2024.7.26 5:22,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1135명 입니다.",2024.7.27 5:25,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1,009명 입니다.",2024.7.28 5:44,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 954명 입니다.",2024.7.29 5:23,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 941명 입니다.",2024.7.30 5:25,사람,입항 예정
"금일(31일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 933명 입니다.",2024.7.31 5:19,사람,입항 예정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1178명 입니다.",2024.8.1 5:46,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1143명 입니다.",2024.8.2 5:28,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 887명 입니다.",2024.8.3 5:27,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 712명 입니다.",2024.8.4 5:26,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 940명 입니다.",2024.8.5 5:06,사람,입항 예정
금일(05일)울릉크루즈 전산프로그램 점검으로 인해 15:00~16:00 예약불가능,2024.8.5 9:33,사람,미정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 776명 입니다.",2024.8.6 5:30,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 504명 입니다.",2024.8.7 5:32,사람,입항 예정
"8월12일부터 적용(정기운항시간변경, 신규객실 오픈 및 운임변경), 8월16일부터 적용(선내 서비스정책 변경)등 울릉크루즈 홈페이지 중요 공지사항을 참조 부탁드립니다. https://www.ulcruise.co.kr",2024.8.7 16:22,사람,미정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 715명 입니다.",2024.8.8 5:22,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 715명 입니다.",2024.8.8 5:23,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 688명 입니다.",2024.8.9 5:48,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 640명 입니다.",2024.8.10 5:45,사람,입항 예정
"8월12일부터 적용(정기운항시간변경, 신규객실 오픈 및 운임변경), 8월16일부터 적용(선내 서비스정책 변경)등 울릉크루즈 홈페이지 중요 공지사항을 참조 부탁드립니다. https://www.ulcruise.co.kr",2024.8.10 5:46,사람,미정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 550명 입니다.",2024.8.11 5:37,사람,입항 예정
"8월12일부터 적용(정기운항시간변경, 신규객실 오픈 및 운임변경), 8월16일부터 적용(선내 서비스정책 변경)등 울릉크루즈 홈페이지 중요 공지사항을 참조 부탁드립니다. https://www.ulcruise.co.k",2024.8.11 14:28,사람,미정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 626명 입니다.",2024.8.12 5:24,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 685명 입니다.",2024.8.13 5:19,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 600명 입니다.",2024.8.14 5:29,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 1163명 입니다.",2024.8.15 5:21,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 1014명 입니다.",2024.8.16 5:44,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 576명 입니다.",2024.8.17 5:47,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 401명 입니다.",2024.8.18 5:31,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 568명 입니다.",2024.8.19 5:32,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 421명 입니다.",2024.8.20 5:39,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 518명 입니다.",2024.8.21 5:29,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 426명 입니다.",2024.8.22 5:19,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 615명 입니다.",2024.8.23 5:27,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 738명 입니다.",2024.8.24 5:36,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 382명 입니다.",2024.8.25 5:26,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 582명 입니다.",2024.8.26 5:24,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 591명 입니다.",2024.8.27 5:53,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 425명 입니다.",2024.8.28 5:50,사람,입항 예정
내일(29일) 울릉크루즈 뉴씨다오펄호는 태풍으로 인한 기상악화로  울릉출항12:20 > 10:20 으로 시간변경하여 운항합니다. 문의사항 1533-3370,2024.8.28 14:56,사람,출항
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:35분이며, 탑승인원은 545명 입니다.",2024.8.29 5:28,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 08:20분이며, 탑승인원은 494명 입니다.",2024.8.30 5:37,사람,입항 예정
"정정;금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 08:00분이며, 탑승인원은 494명 입니다.",2024.8.30 5:57,사람,입항 예정
"금일(31일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 734명 입니다.",2024.8.31 5:48,사람,입항 예정
"금일(1일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 295명 입니다.",2024.9.1 5:29,사람,입항 예정
"금일(2일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 516명 입니다.",2024.9.2 5:48,사람,입항 예정
"금일(5일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 673명 입니다.",2024.9.5 5:57,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 609명 입니다.",2024.9.10 5:22,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 260명 입니다.",2024.9.11 5:58,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 272명 입니다",2024.9.12 5:45,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 1,125명 입니다",2024.9.14 6:07,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 1,146명 입니다",2024.9.15 6:08,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 1,145명 입니다",2024.9.16 5:58,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 449명 입니다",2024.9.17 5:42,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 759명 입니다",2024.9.18 5:33,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 841명 입니다",2024.9.19 5:43,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 672명 입니다",2024.9.20 5:50,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 988명 입니다",2024.9.23 5:48,사람,입항 예정
"*정정 *금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 988명 입니다",2024.9.23 5:49,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 988명 입니다",2024.9.23 5:56,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 790명 입니다",2024.9.24 5:34,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 804명 입니다",2024.9.25 5:42,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 765명 입니다",2024.9.26 5:44,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 775명 입니다",2024.9.27 6:09,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1167명 입니다",2024.9.28 5:37,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 580명 입니다.",2024.9.29 5:52,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 661명 입니다.",2024.9.30 5:29,사람,입항 예정
"금일(1일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 816명 입니다.",2024.10.1 5:33,사람,입항 예정
